job_title,ai_impact,task,ai_model,domain
Renal Dietitian,0.12,487.00,2005.00,Law Enforcement
Retail Pharmacist,0.12,555.00,2198.00,Construction
Sports Medicine Physician,0.12,480.00,1983.00,Sales & Marketing
Staff Pharmacist,0.12,549.00,2329.00,Hospitality
Surgeon,0.12,415.00,1711.00,Communication & PR
Trauma Surgeon,0.12,417.00,1706.00,Data & IT
Urologist,0.12,420.00,1618.00,Administrative & Clerical
Vascular Surgeon,0.12,427.00,1737.00,Leadership & Strategy
Wic Nutritionist,0.11,469.00,2141.00,Medical & Healthcare
Aircraft Cleaner,0.11,185.00,826.00,Supply Chain & Logistics
Auto Appraiser,0.11,341.00,1596.00,Law Enforcement
Auto Detailer,0.10,211.00,895.00,Construction
Day Porter,0.10,392.00,1650.00,Sales & Marketing
Detailer,0.10,539.00,1896.00,Hospitality
Electrical Superintendent,0.10,814.00,3497.00,Communication & PR
Equipment Manager,0.10,723.00,3119.00,Data & IT
Farm,0.10,553.00,2720.00,Administrative & Clerical
Farm Hand,0.10,498.00,1929.00,Leadership & Strategy
Farm Manager,0.10,609.00,2914.00,Medical & Healthcare
Farmer,0.10,533.00,2542.00,Supply Chain & Logistics
Finisher,0.10,448.00,2046.00,Law Enforcement
Jeweler,0.10,470.00,2560.00,Construction
Landscape Foreman,0.10,538.00,2203.00,Sales & Marketing
Landscaping,0.10,551.00,2538.00,Hospitality
Loadmaster,0.10,554.00,2024.00,Communication & PR
Low Voltage Electrician,0.10,529.00,1951.00,Data & IT
Luthier,0.10,285.00,1143.00,Administrative & Clerical
Maintenance Assistant,0.10,725.00,2630.00,Leadership & Strategy
Manual Machinist,0.10,194.00,846.00,Medical & Healthcare
Marine Electrician,0.10,235.00,938.00,Supply Chain & Logistics
Mig Welder,0.10,185.00,836.00,Law Enforcement
Motorcycle Mechanic,0.10,204.00,858.00,Construction
Oil Field,0.10,226.00,945.00,Sales & Marketing
Pipefitter,0.10,201.00,892.00,Hospitality
Plasterer,0.10,186.00,842.00,Communication & PR
Plumbing Inspector,0.10,289.00,1084.00,Data & IT
Porter,0.10,203.00,1030.00,Administrative & Clerical
Rig Welder,0.10,89.00,370.00,Leadership & Strategy
Solar Installer,0.10,198.00,822.00,Medical & Healthcare
Solar Panel Installer,0.10,194.00,813.00,Supply Chain & Logistics
Solar Technician,0.10,194.00,815.00,Law Enforcement
Sprinkler Fitter,0.10,86.00,318.00,Construction
Union Carpenter,0.10,298.00,1093.00,Sales & Marketing
Wildlife Technician,0.10,317.00,1366.00,Hospitality
Wind Technician,0.10,278.00,1090.00,Communication & PR
Wind Turbine Technician,0.10,276.00,1087.00,Data & IT
Lumper,0.10,425.00,1675.00,Administrative & Clerical
Manufacturing,0.10,640.00,2655.00,Leadership & Strategy
Production Specialist,0.10,646.00,3209.00,Medical & Healthcare
Seamstress,0.10,200.00,1295.00,Supply Chain & Logistics
Stitcher,0.10,232.00,1451.00,Law Enforcement
Process Development Engineer,0.10,480.00,2317.00,Construction
Production Technician,0.10,441.00,2194.00,Sales & Marketing
Release Manager,0.10,914.00,4248.00,Hospitality
Technical Manager,0.10,1269.00,5328.00,Communication & PR
Yield Engineer,0.10,860.00,3399.00,Data & IT
Aquatics Director,0.10,545.00,2319.00,Administrative & Clerical
Director Of Analytics,0.10,1104.00,4608.00,Leadership & Strategy
Psychometrist,0.10,593.00,2473.00,Medical & Healthcare
Activities Director,0.10,844.00,3562.00,Supply Chain & Logistics
Benefits Manager,0.10,932.00,3718.00,Law Enforcement
Campus Recruiter,0.10,951.00,4469.00,Construction
Headhunter,0.10,1005.00,3934.00,Sales & Marketing
Hr Assistant,0.10,1135.00,4773.00,Hospitality
Hr Representative,0.10,1147.00,4480.00,Communication & PR
Hse Manager,0.10,1016.00,3865.00,Data & IT
Human Resource Assistant,0.10,1143.00,4472.00,Administrative & Clerical
Human Resources Assistant,0.10,1140.00,4541.00,Leadership & Strategy
Human Resources Officer,0.10,1192.00,4622.00,Medical & Healthcare
Leadership Development Program,0.10,1232.00,4753.00,Supply Chain & Logistics
Learning And Development Specialist,0.10,1290.00,4877.00,Law Enforcement
Training Director,0.10,1249.00,5027.00,Construction
Vice President Of Human Resources,0.10,1110.00,4297.00,Sales & Marketing
Administrative Law Judge,0.10,644.00,2667.00,Hospitality
City Attorney,0.10,504.00,2206.00,Communication & PR
Court Administrator,0.10,526.00,2215.00,Data & IT
District Attorney,0.10,493.00,2151.00,Administrative & Clerical
Inspector General,0.10,816.00,3373.00,Leadership & Strategy
Managing Partner,0.10,802.00,2992.00,Medical & Healthcare
Mediator,0.10,484.00,1889.00,Supply Chain & Logistics
Subject Matter Expert,0.10,1085.00,4129.00,Law Enforcement
Animal Trainer,0.10,310.00,1313.00,Construction
Dog Bather,0.10,203.00,972.00,Sales & Marketing
Dog Daycare,0.10,228.00,1127.00,Hospitality
Dog Handler,0.10,216.00,1005.00,Communication & PR
Dog Sitter,0.10,185.00,941.00,Data & IT
Dog Walker,0.10,338.00,1529.00,Administrative & Clerical
Equestrian,0.10,428.00,2239.00,Leadership & Strategy
Pet Sitter,0.10,190.00,705.00,Medical & Healthcare
Wrangler,0.10,204.00,747.00,Supply Chain & Logistics
Advocate,0.10,534.00,2117.00,Law Enforcement
Chaplain,0.10,391.00,1736.00,Construction
Hospital Chaplain,0.10,495.00,2232.00,Sales & Marketing
Worship Leader,0.10,676.00,2702.00,Hospitality
Youth Minister,0.10,737.00,3318.00,Communication & PR
Assistant Golf Professional,0.10,562.00,2674.00,Data & IT
Golf Course Superintendent,0.10,559.00,2805.00,Administrative & Clerical
Golf Professional,0.10,506.00,2537.00,Leadership & Strategy
Agile Coach,0.10,895.00,3877.00,Medical & Healthcare
Bridal Consultant,0.10,712.00,3158.00,Supply Chain & Logistics
Career Advisor,0.10,915.00,3738.00,Law Enforcement
Career Counselor,0.10,909.00,3747.00,Construction
Franchise Business Consultant,0.10,1150.00,4700.00,Sales & Marketing
Job Coach,0.10,915.00,3836.00,Hospitality
Life Coach,0.10,960.00,3946.00,Communication & PR
Relocation Consultant,0.10,896.00,3978.00,Data & IT
Call Center Director,0.10,1109.00,4263.00,Administrative & Clerical
Client Advisor,0.10,1087.00,4173.00,Leadership & Strategy
Client Coordinator,0.10,1096.00,4176.00,Medical & Healthcare
Customer Representative,0.10,1069.00,4137.00,Supply Chain & Logistics
Customer Service Advisor,0.10,1084.00,4177.00,Law Enforcement
Customer Service Agent,0.10,1085.00,4191.00,Construction
Customer Service Assistant,0.10,1062.00,4115.00,Sales & Marketing
Customer Service Coordinator,0.10,1066.00,4140.00,Hospitality
Customer Service Manager,0.10,1071.00,4143.00,Communication & PR
Account Assistant,0.10,1027.00,4177.00,Data & IT
Account Coordinator,0.10,1040.00,4194.00,Administrative & Clerical
Advertising Assistant,0.10,1165.00,4985.00,Leadership & Strategy
Advertising Coordinator,0.10,1171.00,4994.00,Medical & Healthcare
Booking Agent,0.10,1008.00,4303.00,Supply Chain & Logistics
Copywriter,0.10,1119.00,4811.00,Law Enforcement
Creative Assistant,0.10,1073.00,4404.00,Construction
Creative Director,0.10,1152.00,4622.00,Sales & Marketing
Field Marketing Representative,0.10,1115.00,4804.00,Hospitality
Marketing Copywriter,0.10,981.00,4424.00,Communication & PR
Production Worker,0.10,415.00,1792.00,Data & IT
Promotions Assistant,0.10,1084.00,4837.00,Administrative & Clerical
Senior Copywriter,0.10,1093.00,4755.00,Leadership & Strategy
Sponsor,0.10,863.00,3787.00,Medical & Healthcare
Gas Station Cashier,0.10,633.00,2815.00,Supply Chain & Logistics
Grocery Bagger,0.10,540.00,2184.00,Law Enforcement
Grocery Store Manager,0.10,912.00,4160.00,Construction
Mall,0.10,650.00,2786.00,Sales & Marketing
Meat Cutter,0.10,197.00,856.00,Hospitality
Merchandising,0.10,747.00,3111.00,Communication & PR
Retail Assistant Manager,0.10,1006.00,4288.00,Data & IT
Retail Director,0.10,1003.00,4288.00,Administrative & Clerical
Retail District Manager,0.10,1010.00,4280.00,Leadership & Strategy
Retail Management,0.10,997.00,4246.00,Medical & Healthcare
Retail Manager,0.10,1009.00,4273.00,Supply Chain & Logistics
Retail Store Manager,0.10,1013.00,4332.00,Law Enforcement
Showroom Manager,0.10,1011.00,4346.00,Construction
Store Director,0.10,915.00,3852.00,Sales & Marketing
Store Manager,0.10,920.00,4030.00,Hospitality
Building Superintendent,0.10,850.00,3426.00,Communication & PR
Civil Engineer,0.10,1005.00,3991.00,Data & IT
Concrete Worker,0.10,463.00,1556.00,Administrative & Clerical
Construction Administrator,0.10,859.00,3253.00,Leadership & Strategy
Construction Assistant,0.10,639.00,2396.00,Medical & Healthcare
Construction Flagger,0.10,468.00,1615.00,Supply Chain & Logistics
Construction Helper,0.10,553.00,1976.00,Law Enforcement
Construction Project Engineer,0.10,981.00,3677.00,Construction
Construction Superintendent,0.10,911.00,3427.00,Sales & Marketing
Construction Technician,0.10,880.00,3156.00,Hospitality
Director Of Construction,0.10,974.00,3598.00,Communication & PR
Director Of Facilities,0.10,959.00,3486.00,Data & IT
Electrician Apprentice,0.10,459.00,1472.00,Administrative & Clerical
Glazier,0.10,400.00,1400.00,Leadership & Strategy
Highway Maintenance Worker,0.10,479.00,1697.00,Medical & Healthcare
Ironworker,0.10,348.00,1201.00,Supply Chain & Logistics
Roofer,0.10,90.00,318.00,Law Enforcement
Saw Filer,0.10,80.00,372.00,Construction
Insurance,0.10,831.00,3555.00,Sales & Marketing
Medical Librarian,0.10,549.00,2812.00,Hospitality
Medication Aide,0.10,491.00,1951.00,Communication & PR
Pharmacist Manager,0.10,526.00,1932.00,Data & IT
Pharmacy Technician Instructor,0.10,544.00,2435.00,Administrative & Clerical
Child Advocate,0.10,602.00,2522.00,Leadership & Strategy
Community Organizer,0.10,768.00,3063.00,Medical & Healthcare
Immigration Specialist,0.10,769.00,3186.00,Supply Chain & Logistics
Social Service,0.10,916.00,4142.00,Law Enforcement
Social Service Worker,0.10,908.00,4129.00,Construction
Youth Mentor,0.10,777.00,3037.00,Sales & Marketing
Supply Chain Management,0.10,1073.00,4297.00,Hospitality
Athletic Coordinator,0.10,867.00,3709.00,Communication & PR
Athletic Director,0.10,865.00,3729.00,Data & IT
Certified Athletic Trainer,0.10,413.00,1860.00,Administrative & Clerical
Head Football Coach,0.10,629.00,3055.00,Leadership & Strategy
Naturalist,0.10,435.00,1738.00,Medical & Healthcare
Referee,0.10,299.00,1137.00,Supply Chain & Logistics
Umpire,0.10,376.00,1242.00,Law Enforcement
Author,0.10,1112.00,4724.00,Construction
Creative Writer,0.10,999.00,4356.00,Sales & Marketing
Environment Artist,0.10,786.00,3918.00,Hospitality
Field Interviewer,0.10,976.00,4302.00,Communication & PR
Game Master,0.10,987.00,4587.00,Data & IT
Grant Writer,0.10,1059.00,4670.00,Administrative & Clerical
Multimedia Journalist,0.10,998.00,4180.00,Leadership & Strategy
News Anchor,0.10,952.00,4053.00,Medical & Healthcare
News Photographer,0.10,913.00,3898.00,Supply Chain & Logistics
News Reporter,0.10,961.00,4104.00,Law Enforcement
Newspaper Reporter,0.10,950.00,4074.00,Construction
Photojournalist,0.10,931.00,3928.00,Sales & Marketing
Proposal Writer,0.10,1229.00,5096.00,Hospitality
Radio Host,0.10,1123.00,4680.00,Communication & PR
Report Writer,0.10,1252.00,5110.00,Data & IT
Reviewer,0.10,1217.00,4948.00,Administrative & Clerical
Speech Writer,0.10,1101.00,4636.00,Leadership & Strategy
Sports Anchor,0.10,1096.00,4512.00,Medical & Healthcare
Sports Reporter,0.10,1121.00,4583.00,Supply Chain & Logistics
Video Journalist,0.10,1215.00,5061.00,Law Enforcement
Desktop Publisher,0.10,1078.00,4877.00,Construction
Academic Dean,0.10,861.00,3610.00,Sales & Marketing
Accounting Instructor,0.10,899.00,3715.00,Hospitality
Admissions Officer,0.10,945.00,3930.00,Communication & PR
Art Professor,0.10,1027.00,4408.00,Data & IT
Assistant Professor,0.10,933.00,3946.00,Administrative & Clerical
Associate Professor,0.10,930.00,3942.00,Leadership & Strategy
Biology Instructor,0.10,716.00,2975.00,Medical & Healthcare
Business Teacher,0.10,843.00,3243.00,Supply Chain & Logistics
Chemistry Professor,0.10,716.00,3008.00,Law Enforcement
College Instructor,0.10,814.00,3258.00,Construction
Engineering Teacher,0.10,928.00,3666.00,Sales & Marketing
Faculty,0.10,826.00,3475.00,Hospitality
Finance Professor,0.10,962.00,3977.00,Communication & PR
High School Counselor,0.10,799.00,3544.00,Data & IT
Law Professor,0.10,742.00,3222.00,Administrative & Clerical
Lead Teacher,0.10,795.00,3359.00,Leadership & Strategy
Lecturer,0.10,816.00,3417.00,Medical & Healthcare
Long Term Substitute Teacher,0.10,726.00,3219.00,Supply Chain & Logistics
Math Teacher,0.10,536.00,2215.00,Law Enforcement
Preschool Assistant,0.10,666.00,2732.00,Construction
Professor,0.10,689.00,3062.00,Sales & Marketing
School Counselor,0.10,725.00,2699.00,Hospitality
School Psychologist,0.10,644.00,2506.00,Communication & PR
School Teacher,0.10,707.00,2791.00,Data & IT
Spanish Tutor,0.10,589.00,2853.00,Administrative & Clerical
Special Education Teacher,0.10,697.00,2903.00,Leadership & Strategy
Special Educator,0.10,683.00,2612.00,Medical & Healthcare
Student Assistant,0.10,798.00,3792.00,Supply Chain & Logistics
Student Mentor,0.10,817.00,3663.00,Law Enforcement
Teacher Aide,0.10,768.00,3642.00,Construction
Teacher Assistant,0.10,772.00,3651.00,Sales & Marketing
Teachers Aide,0.10,767.00,3639.00,Hospitality
Teaching Assistant,0.10,772.00,3674.00,Communication & PR
Actor,0.10,742.00,3160.00,Data & IT
Art Handler,0.10,694.00,3025.00,Administrative & Clerical
Artist,0.10,970.00,4370.00,Leadership & Strategy
Choir Director,0.10,517.00,1867.00,Medical & Healthcare
Church Musician,0.10,507.00,1876.00,Supply Chain & Logistics
Comic,0.10,757.00,2927.00,Law Enforcement
Copy Writer,0.10,1070.00,4414.00,Construction
Dancer,0.10,537.00,2015.00,Sales & Marketing
Entertainment Writer,0.10,1082.00,4477.00,Hospitality
Gamer,0.10,826.00,3837.00,Communication & PR
Interior Design Assistant,0.10,716.00,3344.00,Data & IT
Makeup Artist,0.10,540.00,2932.00,Administrative & Clerical
Music Director,0.10,429.00,1648.00,Leadership & Strategy
Promoter,0.10,998.00,4516.00,Medical & Healthcare
Recreation Coordinator,0.10,771.00,3608.00,Supply Chain & Logistics
Recreation Director,0.10,758.00,3594.00,Law Enforcement
Scenic Artist,0.10,411.00,2217.00,Construction
Talent Director,0.10,1233.00,5283.00,Sales & Marketing
Theatre,0.10,686.00,3196.00,Hospitality
Woodworker,0.10,278.00,1408.00,Communication & PR
Acupuncturist,0.10,172.00,687.00,Data & IT
Audiologist,0.10,315.00,1312.00,Administrative & Clerical
Clinical Psychologist,0.10,377.00,1547.00,Leadership & Strategy
Crna,0.10,258.00,1072.00,Medical & Healthcare
Dermatologist,0.10,269.00,1143.00,Supply Chain & Logistics
Doula,0.10,267.00,1205.00,Law Enforcement
Endocrinologist,0.10,315.00,1321.00,Construction
Gastroenterologist,0.10,430.00,1784.00,Sales & Marketing
General Surgeon,0.10,418.00,1844.00,Hospitality
Gynecologist,0.10,421.00,1739.00,Communication & PR
Hospitalist,0.10,434.00,1789.00,Data & IT
Immunologist,0.10,455.00,1815.00,Administrative & Clerical
Medical Doctor,0.10,472.00,1673.00,Leadership & Strategy
Mental Health Clinician,0.10,614.00,2293.00,Medical & Healthcare
Mental Health Counselor,0.10,614.00,2289.00,Supply Chain & Logistics
Mental Health Professional,0.10,603.00,2304.00,Law Enforcement
Mental Health Specialist,0.10,606.00,2287.00,Construction
Mental Health Technician,0.10,587.00,2206.00,Sales & Marketing
Mental Health Therapist,0.10,599.00,2236.00,Hospitality
Pool Attendant,0.10,157.00,700.00,Communication & PR
Sommelier,0.10,299.00,1202.00,Data & IT
Wait Staff,0.10,537.00,2383.00,Administrative & Clerical
Waiter,0.10,538.00,2459.00,Leadership & Strategy
Waitress,0.10,538.00,2475.00,Medical & Healthcare
Babysitter,0.10,305.00,1208.00,Supply Chain & Logistics
Child Care Assistant,0.10,424.00,1785.00,Law Enforcement
Classroom Aide,0.10,454.00,1797.00,Construction
Day Camp Counselor,0.10,416.00,1577.00,Sales & Marketing
Homemaker,0.10,459.00,2238.00,Hospitality
Live In Caregiver,0.10,500.00,2383.00,Communication & PR
Cop,0.10,392.00,1527.00,Data & IT
Deployment Technician,0.10,900.00,3637.00,Administrative & Clerical
Federal Air Marshal,0.10,397.00,1560.00,Leadership & Strategy
Firefighter,0.10,378.00,1449.00,Medical & Healthcare
Fireman,0.10,352.00,1319.00,Supply Chain & Logistics
Forest Firefighter,0.10,372.00,1480.00,Law Enforcement
Gate Guard,0.10,362.00,1630.00,Construction
Hot Shot,0.10,393.00,1693.00,Sales & Marketing
K9 Handler,0.10,354.00,1600.00,Hospitality
Military Police,0.10,541.00,1705.00,Communication & PR
Military Police Officer,0.10,541.00,1705.00,Data & IT
Officer,0.10,530.00,1687.00,Administrative & Clerical
Parole Officer,0.10,549.00,2000.00,Leadership & Strategy
Peace Officer,0.10,532.00,1925.00,Medical & Healthcare
Police Chief,0.10,559.00,1991.00,Supply Chain & Logistics
Police Officer,0.10,546.00,1959.00,Law Enforcement
Special Police Officer,0.10,255.00,1044.00,Construction
CTO,0.10,1155.00,4542.00,Sales & Marketing
Information Manager,0.10,1156.00,4626.00,Hospitality
Information Security Officer,0.10,1131.00,4569.00,Communication & PR
Information Systems Manager,0.10,1165.00,4626.00,Data & IT
It Director,0.10,1161.00,4620.00,Administrative & Clerical
It Manager,0.10,1161.00,4609.00,Leadership & Strategy
Noc Manager,0.10,620.00,2505.00,Medical & Healthcare
Program Supervisor,0.10,864.00,4093.00,Supply Chain & Logistics
Service Desk Manager,0.10,987.00,4376.00,Law Enforcement
Technical Program Manager,0.10,1248.00,5196.00,Construction
Technical Services Manager,0.10,1249.00,5254.00,Sales & Marketing
Aba Therapist,0.10,379.00,1898.00,Hospitality
Art Therapist,0.10,500.00,2315.00,Communication & PR
Behavior Interventionist,0.10,489.00,2323.00,Data & IT
Mental Health Associate,0.10,607.00,2280.00,Administrative & Clerical
Recreation Therapist,0.10,602.00,2437.00,Leadership & Strategy
Recreational Therapist,0.10,599.00,2411.00,Medical & Healthcare
Rehabilitation Specialist,0.10,565.00,2253.00,Supply Chain & Logistics
Rehabilitation Therapist,0.10,565.00,2267.00,Law Enforcement
Academic Administrator,0.10,858.00,3596.00,Construction
Commercial Real Estate Appraiser,0.10,589.00,2321.00,Sales & Marketing
Estate Manager,0.10,761.00,3620.00,Hospitality
Real Estate Analyst,0.10,722.00,3348.00,Communication & PR
Residential Appraiser,0.10,540.00,2541.00,Data & IT
Model Maker,0.10,445.00,1839.00,Administrative & Clerical
Spa Coordinator,0.10,631.00,2500.00,Leadership & Strategy
Tailor,0.10,289.00,1206.00,Medical & Healthcare
Clinical Documentation Specialist,0.10,775.00,3049.00,Supply Chain & Logistics
Clinical Scientist,0.10,551.00,2332.00,Law Enforcement
